,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/9,/intelcpu/0/load/10,/intelcpu/0/load/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/load/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Total","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Used Space","Used Space"
09/30/2024 15:38:45,4.6875,2.34375,0,0,0,0,4.6875,32.8125,55.5555573,40.625,9.23394,70.01095,16.587059,7.105034,58,210.000015,405.000031,0,0,32,0,0,6144,307.6289,5836.371,5.006981,3.82500029,0,0,89.4922,86.55914
09/30/2024 15:38:46,0.78125,0,0,7.8125,0,0,15.625,50,49.2307663,48.4375,11.2800484,70.00183,16.5849,7.107193,58,210.000015,405.000031,0,24,17,0,17,6144,307.6289,5836.371,5.006981,3.93900013,0,0,89.4922,86.55914
09/30/2024 15:38:47,0.793647766,3.90625,0.78125,3.90625,0,0,20.3125,28.5714264,46.875,47.6190453,10.1345482,69.9732742,16.5781326,7.11396027,58,210.000015,405.000031,0,6,25,0,5,6144,307.6289,5836.371,5.006981,3.9940002,0.422851563,0.0859375,89.4922,86.55914
09/30/2024 15:38:48,1.5504837,0.78125,0.78125,1.5625,0,0,43.75,39.9999962,48.3871,50.7936478,12.0176077,70.04614,16.5953979,7.096695,58,277,405.000031,0,53,33,0,21,6144,307.6289,5836.371,5.006981,4.40400028,0.484375,0.08691406,89.4922,86.55914
09/30/2024 15:38:49,3.125,3.125,3.90625,0,0,0,25.3968239,25.3968239,15.3846149,16.6666679,6.447339,70.0351944,16.592804,7.099289,58,375.000031,405.000031,0,0,22,0,0,6144,307.6289,5836.371,5.006981,4.45000029,0,0,89.4922,86.55914
09/30/2024 15:38:50,0.78125,3.125,0,2.34375,0,0,13.8461533,67.69231,57.8125,38.0952377,11.8716354,70.0451,16.59515,7.096943,58,210.000015,405.000031,0,13,60,0,9,6144,307.6289,5836.371,5.006981,3.71700025,0.7158203,0.0615234375,89.4922,86.55914
09/30/2024 15:38:51,3.125,3.90625,0.78125,0.78125,0.78125,0,18.75,20.3125,32.8125,73.8461456,10.2794466,70.16031,16.6224442,7.06964874,58,292,405.000031,0,45,30,0,23,6144,307.6289,5836.371,5.006981,4.721,0.5371094,0.09472656,89.4922,86.55914
09/30/2024 15:38:52,0.78125,13.28125,1.5625,0,0,0,68.25397,79.36508,85.9375,87.30159,22.0067558,70.19817,16.6314163,7.06067657,58,345.000031,405.000031,0,39,37,0,21,6144,307.6289,5836.371,5.006981,4.861,0.8515625,0.09472656,89.4922,86.55914
09/30/2024 15:38:53,0,5.46875,1.5625,0,0,0,13.8461533,12.3076916,35.384613,19.9999981,5.97505569,70.15146,16.62035,7.071743,58,367.000031,405.000031,0,19,12,0,15,6144,307.8164,5836.18359,5.01003265,4.407,0,0,89.4922,86.55914
09/30/2024 15:38:54,0.78125,0.78125,2.34375,0.78125,0,0.78125,15.625,40.625,25,12.5,6.54296875,70.23073,16.63913,7.05296326,58,330.000031,405.000031,0,35,27,0,24,6144,307.9414,5836.05859,5.01206732,4.52200031,0.858398438,0.09472656,89.4922,86.55914
09/30/2024 15:38:55,0.78125,7.8125,0.78125,0,0,0,3.125,10.9375,34.375,31.25,6.15234375,70.2765045,16.6499748,7.042118,58,262,405.000031,0,19,14,0,14,6144,307.3789,5836.621,5.002912,4.434,0.42578125,0.060546875,89.4922,86.55914
09/30/2024 15:38:56,8.59375,3.125,0,0.78125,0,1.5625,26.5625,47.5409851,62.5,60.9375,14.1041222,70.297905,16.6550446,7.03704834,58,345.000031,405.000031,0,50,28,0,28,6144,307.6914,5836.30859,5.007998,4.735,0.76171875,0.07421875,89.4922,86.55914
09/30/2024 15:38:57,6.25,0,0,0,0,0,59.375,92.42424,82.53968,93.650795,21.2806053,70.1877747,16.628952,7.063141,58,345.000031,405.000031,0,4,37,0,3,6144,308.1289,5835.871,5.015119,4.197,0.01171875,0.0009765625,89.4922,86.55914
09/30/2024 15:38:58,7.8125,1.5625,0,0,0,0,20.3125,54.6875,27.6923065,65.625,11.6917076,70.09846,16.6077919,7.084301,58,307,405.000031,0,33,27,0,27,6144,307.7539,5836.246,5.00901556,4.39600039,0.7441406,0.09472656,89.4922,86.55914
09/30/2024 15:38:59,17.1875,2.34375,0,1.5625,1.5625,0,30.1587276,36.9230728,49.2063446,64.61538,14.1385021,70.2095261,16.6341057,7.057987,58,442.000031,810.000061,0,3,4,0,0,6144,307.7539,5836.246,5.00901556,4.754,0.015625,0.09472656,89.4922,86.55914
09/30/2024 15:39:00,8.59375,0,0.78125,0,0,0,4.615384,3.125,10.9375,15.625,3.31580639,70.23293,16.6396523,7.05244064,58,442.000031,810.000061,0,14,7,0,10,6144,308.0039,5835.996,5.01308441,4.195,0.03515625,0.001953125,89.4922,86.55914
09/30/2024 15:39:01,0.78125,8.59375,0,0,0,0,39.6825371,75,78.46154,73.4375,17.8332272,70.22075,16.6367645,7.05532837,58,217.000015,405.000031,0,37,22,0,28,6144,307.7539,5836.246,5.00901556,4.44800043,0.8466797,0.09472656,89.49229,86.55914
09/30/2024 15:39:02,14.0625,3.125,0,0.78125,0,0,21.875,28.5714264,50.7936478,6.25,8.964223,70.4234161,16.68478,7.007313,58,352.000031,405.000031,0,6,24,0,0,6144,318.4414,5825.55859,5.18296576,4.83700037,0.0185546875,0,89.49229,86.55914
09/30/2024 15:39:03,0.78125,0,0,0,0,0,39.9999962,53.8461571,60.0000038,60.9375,13.5216351,70.37627,16.67361,7.018482,58,352.000031,405.000031,0,5,19,0,0,6144,312.5039,5831.496,5.0863266,3.9070003,0.0078125,0.0078125,89.49229,86.55914
09/30/2024 15:39:04,2.34375,0,0,0,0,0,14.0625,21.875,29.6875,42.1875,7.03125,70.21286,16.6348953,7.05719757,58,210.000015,405.000031,0,2,27,0,0,6144,312.5039,5831.496,5.0863266,3.98800015,0.0068359375,0,89.49229,86.55914
09/30/2024 15:39:05,10.15625,2.34375,0,0.78125,0,0,50,73.01587,62.5,84.375,18.5283356,69.7875443,16.53413,7.157963,58,247.000015,405.000031,0,47,38,0,6,6144,310.6914,5833.30859,5.056826,4.242,0.168945313,0.06640625,89.49229,86.55914
09/30/2024 15:39:06,15.625,3.90625,1.5625,3.90625,3.125,1.5625,85.71429,100,90.625,100,27.23214,69.9743958,16.5784,7.113693,58,247.000015,405.000031,0,9,37,0,5,6144,310.6914,5833.30859,5.056826,4.182,0,0.0029296875,89.49229,86.55914
09/30/2024 15:39:07,12.5,7.8125,0,0,0.78125,0,70.3125,82.8125,76.1904755,77.77778,21.8300457,70.03629,16.5930634,7.09902954,59,232.000015,405.000031,0,44,40,0,5,6144,324.3789,5819.621,5.27960443,5.5010004,0.00390625,0,89.49229,86.55914
09/30/2024 15:39:08,24.21875,11.71875,0.78125,3.90625,0,2.34375,71.875,75,75,79.6875,24.21875,69.9806747,16.5798874,7.11220551,59,232.000015,405.000031,0,9,17,0,0,6144,314.3164,5829.68359,5.115827,4.57300043,0.001953125,0,89.49229,86.55914
09/30/2024 15:39:09,17.6923027,3.8461566,0,0.7692337,0,0.78125,26.1538448,50.7692337,41.53846,56.92308,13.8476553,70.17201,16.6252174,7.06687546,59,232.000015,405.000031,0,0,10,0,0,6144,313.8789,5830.121,5.108706,4.352,0,0.001953125,89.49229,86.55914
09/30/2024 15:39:10,0,1.58730149,0,3.174603,0,0,87.30159,96.82539,92.06349,93.650795,23.7103157,70.144104,16.6186066,7.07348633,59,210.000015,405.000031,0,3,15,0,0,6144,313.8789,5830.121,5.108706,3.90400028,0,0,89.49229,86.55914
09/30/2024 15:39:11,0,0,0,3.125,0,0,86.15385,93.84615,81.53846,83.07693,21.92909,70.11081,16.6107178,7.081375,59,210.000015,405.000031,0,3,14,0,0,6144,313.8789,5830.121,5.108706,4.039,0,0,89.49229,86.55914
09/30/2024 15:39:12,0,0,0.78125,3.90625,0.78125,0,100,100,100,100,25.6835938,70.12306,16.61362,7.078472,59,210.000015,405.000031,0,10,18,0,0,6144,306.3789,5837.621,4.98663568,3.95800018,0.0029296875,0,89.49229,86.55914
